"Location","year","forst_ha_buff100","forst_ha_buff200","forst_ha_buff20","forst_ha_buff300","forst_ha_buff50","diff_ha_forst_20k_1yr","diff_ha_forst_20k_2yr","diff_ha_forst_20k_3yr","diff_ha_forst_20k_4yr","diff_ha_forst_20k_5yr","diff_ha_forst_50k_1yr","diff_ha_forst_50k_2yr","diff_ha_forst_50k_3yr","diff_ha_forst_50k_4yr","diff_ha_forst_50k_5yr","diff_ha_forst_100k_1yr","diff_ha_forst_100k_2yr","diff_ha_forst_100k_3yr","diff_ha_forst_100k_4yr","diff_ha_forst_100k_5yr","diff_ha_forst_200k_1yr","diff_ha_forst_200k_2yr","diff_ha_forst_200k_3yr","diff_ha_forst_200k_4yr","diff_ha_forst_200k_5yr","diff_ha_forst_300k_1yr","diff_ha_forst_300k_2yr","diff_ha_forst_300k_3yr","diff_ha_forst_300k_4yr","diff_ha_forst_300k_5yr","yrfac","spillprd","spillyr"
"Mvoula",2017,120062.590006464,750920.693860537,2817600.48263251,10485374.3811428,24318567.9053968,1576.6466213963,3086.80814430909,3086.80814430909,3086.8081443077,2678.3996821316,8111.18201608583,37602.0721332431,37602.0721332431,50576.1642104387,50196.2493619211,0,0,0,0,0,75.982969706296,-75.9829697065288,-75.9829697065288,-142.468068198534,-161.463810625486,6126.12693252973,22234.51651017,22234.51651017,22168.0314116869,20553.3933054283,"2017","Mvoula_2017","N"
"Mvoula",2018,120005.602779185,749268.064269435,2818198.84851895,10488166.7552795,24332244.8399438,598.365886432584,2175.01250782888,3685.17403074168,3685.17403074168,3685.17403074028,13676.9345469885,21788.1165630743,51279.0066802315,51279.0066802315,64253.0987574272,-56.987227279009,-56.987227279009,-56.987227279009,-56.987227279009,-56.987227279009,-1652.62959110201,-1576.64662139572,-1728.61256080854,-1728.61256080854,-1795.09765930055,2792.37413669378,8918.50106922351,25026.8906468637,25026.8906468637,24960.4055483807,"2018","Mvoula_2018","N"
"Mvoula",2019,120138.57297617,749733.459958884,2822681.84373159,10496923.7925381,24339833.6390432,4482.99521264341,5081.36109907599,6658.00772047229,8168.16924338508,8168.16924338508,7588.79909944162,21265.7336464301,29376.9156625159,58867.8057796732,58867.8057796732,132.970196984999,75.9829697059904,75.9829697059904,75.9829697059904,75.9829697059904,465.395689448575,-1187.23390165344,-1111.25093194714,-1263.21687135997,-1263.21687135997,8757.03725859895,11549.4113952927,17675.5383278225,33783.9279054627,33783.9279054627,"2019","Mvoula_2019","N"
"Mvoula",2020,120347.526142861,750844.710890832,2829719.76630059,10517192.2497071,24364053.210637,7037.92256900156,11520.917781645,12119.2836680776,13695.9302894739,15206.0918123866,24219.5715937689,31808.3706932105,45485.305240199,53596.4872562848,83087.377373442,208.953166691004,341.923363676004,284.936136396995,284.936136396995,284.936136396995,1111.25093194796,1576.64662139653,-75.9829697054811,8.14907252788544e-10,-151.96593941201,20268.4571690336,29025.4944276325,31817.8685643263,37943.995496856,54052.3850744963,"2020","Mvoula_2020","N"
"Mvoula",2021,120186.062332236,750673.749208994,2829197.38338386,10511066.1227746,24345009.9788544,-522.382916729432,6515.53965227213,10998.5348649155,11596.9007513481,13173.5473727444,-19043.231782604,5176.33981116489,12765.1389106065,26442.073457595,34553.2554736808,-161.463810625006,47.4893560659984,180.459553050998,123.472325771989,123.472325771989,-170.961681837915,940.289250110043,1405.68493955862,-246.944651543396,-170.9616818371,-6126.12693252787,14142.3302365057,22899.3674951047,25691.7416317984,31817.8685643282,"2021","Mvoula_2021","N"
"Mvoula",2022,118732.888036612,748156.813337486,2824049.5371863,10496667.3500153,24316953.2672905,-5147.84619756509,-5670.22911429452,1367.69345470704,5850.68866735045,6449.05455378303,-28056.7115639076,-47099.9433465116,-22880.3717527427,-15291.5726533011,-1614.6381063126,-1453.17429562399,-1614.638106249,-1405.68493955799,-1272.71474257299,-1329.701969852,-2516.93587150751,-2687.89755334542,-1576.64662139746,-1111.25093194889,-2763.8805230509,-14398.7727592625,-20524.8996917903,-256.442522756755,8500.5947358422,11292.968872536,"2022","Mvoula_2022","N"
"NKivu",1992,232518.81729196,2651284.41619033,12494638.0047895,45568103.1784167,96462084.0608496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","NKivu_1992","N"
"NKivu",1993,232518.81729196,2651284.41619033,12494410.0451647,45567818.2288856,96461799.1113186,-227.959624797106,NA,NA,NA,NA,-284.949531003833,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,-284.949531011283,NA,NA,NA,NA,"1993","NKivu_1993","N"
"NKivu",1994,232518.81729196,2651284.41619033,12494410.0451647,45567818.2288856,96461799.1113186,0,-227.959624797106,NA,NA,NA,0,-284.949531003833,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,-284.949531011283,NA,NA,NA,"1994","NKivu_1994","N"
"NKivu",1995,193195.782014643,2515078.5403747,12301442.2227749,45193622.5047829,95713065.723676,-192967.822389811,-192967.822389811,-193195.782014608,NA,NA,-748733.387642607,-748733.387642607,-749018.337173611,NA,NA,-39323.0352773169,-39323.0352773169,-39323.0352773169,NA,NA,-136205.875815633,-136205.875815633,-136205.875815633,NA,NA,-374195.724102713,-374195.724102713,-374480.673633724,NA,NA,"1995","NKivu_1995","N"
"NKivu",1996,162706.182198173,2460710.16986085,12228951.0620897,45084144.8949746,95573668.4131132,-72491.1606851444,-265458.983074956,-265458.983074956,-265686.942699753,NA,-139397.31056276,-888130.698205367,-888130.698205367,-888415.647736371,NA,-30489.5998164702,-69812.6350937871,-69812.6350937871,-69812.6350937871,NA,-54368.370513855,-190574.246329488,-190574.246329488,-190574.246329488,NA,-109477.609808303,-483673.333911017,-483673.333911017,-483958.283442028,NA,"1996","NKivu_1996","N"
"NKivu",1997,146919.978181047,2426573.21604764,12141186.6065432,44958425.1618996,95368219.8012654,-87764.4555464871,-160255.616231631,-353223.438621443,-353223.438621443,-353451.39824624,-205448.611847773,-344845.922410533,-1093579.31005314,-1093579.31005314,-1093864.25958414,-15786.2040171258,-46275.803833596,-85598.8391109129,-85598.8391109129,-85598.8391109129,-34136.953813205,-88505.32432706,-224711.200142693,-224711.200142693,-224711.200142693,-125719.733075008,-235197.342883311,-609393.066986024,-609393.066986024,-609678.016517036,"1997","NKivu_1997","N"
"NKivu",1998,127999.329322976,2341772.23562351,11928329.30689,44680200.4398361,94864600.000185,-212857.299653281,-300621.755199768,-373112.915884912,-566080.738274723,-566080.738274723,-503619.801080376,-709068.412928149,-848465.723490909,-1597199.11113352,-1597199.11113352,-18920.6488580712,-34706.852875197,-65196.4526916672,-104519.487968984,-104519.487968984,-84800.9804241294,-118937.934237334,-173306.304751189,-309512.180566822,-309512.180566822,-278224.722063549,-403944.455138557,-513422.06494686,-887617.789049573,-887617.789049573,"1998","NKivu_1998","N"
"NKivu",1999,122585.28823407,2306495.48368632,11813893.5752423,44436682.5706477,94367306.0786926,-114435.731647629,-327293.03130091,-415057.486847397,-487548.647532541,-680516.469922353,-497293.921492472,-1000913.72257285,-1206362.33442062,-1345759.64498338,-2094493.03262599,-5414.04108890597,-24334.6899469772,-40120.893964103,-70610.4937805732,-109933.52905789,-35276.7519371868,-120077.732361316,-154214.686174521,-208583.056688376,-344788.932504009,-243517.869188353,-521742.591251902,-647462.32432691,-756939.934135213,-1131135.65823793,"1999","NKivu_1999","N"
"NKivu",2000,118880.944331134,2287460.85501586,11777818.9646183,44397701.4748075,93910702.9502258,-36074.6106240042,-150510.342271633,-363367.641924914,-451132.097471401,-523623.258156545,-456603.128466725,-953897.049959198,-1457516.85103957,-1662965.46288735,-1802362.77345011,-3704.34390293583,-9118.3849918418,-28039.033849913,-43825.2378670388,-74314.837683509,-19034.6286704685,-54311.3806076553,-139112.361031785,-173249.31484499,-227617.685358845,-38981.095840171,-282498.965028524,-560723.687092073,-686443.420167081,-795921.029975384,"2000","NKivu_2000","N"
"NKivu",2001,93349.4663539777,2191603.83278912,11600694.3361518,44088474.2437717,93096830.099798,-177124.628466524,-213199.239090528,-327634.970738158,-540492.270391438,-628256.725937925,-813872.850427866,-1270475.97889459,-1767769.90038706,-2271389.70146744,-2476838.31331521,-25531.4779771566,-29235.8218800924,-34649.8629689984,-53570.5118270696,-69356.7158441954,-95857.0222267397,-114891.650897208,-150168.402834395,-234969.383258524,-269106.337071729,-309227.231035873,-348208.326876044,-591726.196064398,-869950.918127947,-995670.651202954,"2001","NKivu_2001","N"
"NKivu",2002,77620.2522430513,2134613.92659011,11508313.6982033,43979053.6238696,92954754.2636434,-92380.6379485447,-269505.266415069,-305579.877039073,-420015.608686702,-632872.908339983,-142075.836154565,-955948.686582431,-1412551.81504916,-1909845.73654163,-2413465.537622,-15729.2141109264,-41260.692088083,-44965.0359910188,-50379.0770799248,-69299.725937996,-56989.9061990045,-152846.928425744,-171881.557096213,-207158.309033399,-291959.289457529,-109420.619902089,-418647.850937963,-457628.946778134,-701146.815966487,-979371.538030036,"2002","NKivu_2002","N"
"NKivu",2003,77107.3430872603,2133531.11837233,11501417.9195531,43973297.6433435,92918223.7337703,-6895.77865014039,-99276.4165986851,-276401.045065209,-312475.655689213,-426911.387336843,-36530.5298731029,-178606.366027668,-992479.216455534,-1449082.34492226,-1946376.26641473,-512.909155790985,-16242.1232667174,-41773.601243874,-45477.9451468098,-50891.9862357158,-1082.80821778066,-58072.7144167852,-153929.736643525,-172964.365313993,-208241.11725118,-5755.98052605987,-115176.600428149,-424403.831464022,-463384.927304193,-706902.796492547,"2003","NKivu_2003","N"
"NKivu",2004,60922.2097267417,2076826.16170431,11436392.4365801,43902573.1697505,92850348.7554873,-65025.482973041,-71921.2616231814,-164301.899571726,-341426.52803825,-377501.138662254,-67874.9782829881,-104405.508156091,-246481.344310656,-1060354.19473852,-1516957.32320525,-16185.1333605186,-16698.0425163096,-32427.256627236,-57958.7346043926,-61663.0785073284,-56704.9566680165,-57787.7648857972,-114777.671084802,-210634.693311541,-229669.32198201,-70724.4735929891,-76480.454119049,-185901.074021138,-495128.305057012,-534109.400897183,"2004","NKivu_2004","N"
"NKivu",2005,60922.2097267417,2076769.17179812,11439982.8006706,43901376.3817203,92870979.1015309,3590.36409053206,-61435.118882509,-68330.8975326493,-160711.535481194,-337836.163947718,20630.3460435569,-47244.6322394311,-83775.162112534,-225850.998267099,-1039723.84869497,0,-16185.1333605186,-16698.0425163096,-32427.256627236,-57958.7346043926,-56.9899061997421,-56761.9465742162,-57844.7547919969,-114834.660991001,-210691.683217741,-1196.78803018481,-71921.261623174,-77677.2421492338,-187097.862051323,-496325.093087196,"2005","NKivu_2005","N"
"NKivu",2006,56818.9364804128,2052092.54241394,11392111.2794635,43843588.6168346,92845903.5428034,-47871.5212071631,-44281.157116631,-109306.640089672,-116202.418739812,-208583.056688357,-25075.558727473,-4445.21268391609,-72320.1909669042,-108850.720840007,-250926.556994572,-4103.27324632896,-4103.27324632896,-20288.4066068476,-20801.3157626386,-36530.529873565,-24676.6293841708,-24733.6192903705,-81438.575958387,-82521.3841761677,-139511.290375172,-57787.7648857683,-58984.5529159531,-129709.026508942,-135465.007035002,-244885.626937091,"2006","NKivu_2006","N"
"NKivu",2007,52316.733890691,2038130.01539518,11378262.7322571,43830822.877846,92937201.3725341,-13848.5472063329,-61720.068413496,-58129.704322964,-123155.187296005,-130050.965946145,91297.8297307342,66222.2710032612,86852.6170468181,18977.6387638301,-17552.8911092728,-4502.20258972181,-8605.47583605078,-8605.47583605078,-24790.6091965694,-25303.5183523604,-13962.5270187594,-38639.1564029302,-38696.1463091299,-95401.1029771464,-96483.9111949271,-12765.7389885932,-70553.5038743615,-71750.2919045463,-142474.765497535,-148230.746023595,"2007","NKivu_2007","N"
"NKivu",2008,47529.5817699742,1968659.31973859,11274997.0222245,43747446.6450768,92945578.8887455,-103265.710032659,-117114.257238992,-164985.778446155,-161395.414355623,-226420.897328664,8377.51621137559,99675.3459421098,74599.7872146368,95230.1332581937,27355.1549752057,-4787.15212071678,-9289.35471043859,-13392.6279567676,-13392.6279567676,-29577.7613172862,-69470.6956565937,-83433.222675353,-108109.852059524,-108166.841965724,-164871.79863374,-83376.2327691466,-96141.9717577398,-153929.736643508,-155126.524673693,-225850.998266682,"2008","NKivu_2008","N"
"NKivu",2009,45876.8744902028,1942842.89223044,11254423.6660866,43764486.6270304,93062009.2671103,-20573.3561378382,-123839.066170497,-137687.61337683,-185559.134583993,-181968.770493461,116430.378364816,124807.894576192,216105.724306926,191030.165579453,211660.51162301,-1652.70727977132,-6439.8594004881,-10942.0619902099,-15045.3352365389,-15045.3352365389,-25816.4275081495,-95287.1231647432,-109249.650183503,-133926.279567673,-133983.269473873,17039.9819535092,-66336.2508156374,-79101.9898042306,-136889.754689999,-138086.542720184,"2009","NKivu_2009","N"
"NKivu",2010,45762.8946778048,1859409.66955509,11128760.9229178,43637855.0554562,92889386.8412337,-125662.743168807,-146236.099306645,-249501.809339304,-263350.356545636,-311221.8777528,-172622.425876677,-56192.0475118607,-47814.5313004851,43483.2984302491,18407.7397027761,-113.979812398022,-1766.68709216934,-6553.83921288612,-11056.0418026079,-15159.3150489369,-83433.22267535,-109249.6501835,-178720.345840093,-192682.872858853,-217359.502243023,-126631.571574189,-109591.58962068,-192967.822389826,-205733.561378419,-263521.326264188,"2010","NKivu_2010","N"
"NKivu",2011,45591.9249592078,1853140.7798732,11118502.739802,43630389.3777441,92954127.3746756,-10258.183115812,-135920.926284619,-156494.282422457,-259759.992455116,-273608.539661448,64740.5334419459,-107881.892434731,8548.48593008518,16926.0021414608,108223.831872195,-170.969718597,-284.949530995022,-1937.65681076634,-6724.80893148312,-11227.0115212049,-6268.889681892,-89702.112357242,-115518.539865392,-184989.235521985,-198951.762540745,-7465.67771209031,-134097.249286279,-117057.26733277,-200433.500101916,-213199.23909051,"2011","NKivu_2011","N"
"NKivu",2012,45420.9552406108,1832168.49439197,11081174.3512417,43593459.9185271,92893433.1245732,-37328.3885603342,-47586.5716761462,-173249.314844953,-193822.670982791,-297088.38101545,-60694.2501023859,4046.28333956003,-168576.142537117,-52145.7641723007,-43768.2479609251,-170.969718597058,-341.939437194058,-455.91924959208,-2108.6265293634,-6895.77865008018,-20972.2854812329,-27241.1751631249,-110674.397838475,-136490.825346624,-205961.521003218,-36929.4592169225,-44395.1369290128,-171026.708503202,-153986.726549692,-237362.959318839,"2012","NKivu_2012","N"
"NKivu",2013,45420.9552406108,1819174.79577859,11058549.3584806,43572259.6734211,92877134.0114006,-22624.9927610401,-59953.3813213743,-70211.5644371863,-195874.307605993,-216447.663743831,-16299.1131726503,-76993.3632750362,-12252.8298330903,-184875.255709767,-68444.877344951,0,-170.969718597058,-341.939437194058,-455.91924959208,-2108.6265293634,-12993.6986133764,-33965.9840946093,-40234.8737765013,-123668.096451851,-149484.523960001,-21200.2451060414,-58129.704322964,-65595.3820350543,-192226.953609243,-175186.971655734,"2013","NKivu_2013","N"
"NKivu",2014,45306.9754282127,1776888.28537892,10962179.4270981,43470190.7514187,92755574.5414782,-96369.9313825071,-118994.924143547,-156323.312703881,-166581.495819693,-292244.2389885,-121559.469922349,-137858.583094999,-198552.833197385,-133812.299755439,-306434.725632116,-113.979812398022,-113.979812398022,-284.94953099508,-455.91924959208,-569.899061990101,-42286.5103996673,-55280.2090130437,-76252.4944942766,-82521.3841761686,-165954.606851519,-102068.922002442,-123269.167108484,-160198.626325406,-167664.304037496,-294295.875611685,"2014","NKivu_2014","N"
"NKivu",2015,45306.9754282127,1776888.28537892,10962122.4371919,43470019.7817001,92755175.6121348,-56.9899062011391,-96426.9212887082,-119051.914049748,-156380.302610083,-166638.485725895,-398.929343402386,-121958.399265751,-138257.512438402,-198951.762540787,-134211.229098842,0,-113.979812398022,-113.979812398022,-284.94953099508,-455.91924959208,0,-42286.5103996673,-55280.2090130437,-76252.4944942766,-82521.3841761686,-170.969718597829,-102239.89172104,-123440.136827081,-160369.596044004,-167835.273756094,"2015","NKivu_2015","N"
"NKivu",2016,45306.9754282127,1776489.35603553,10935109.2216536,43476687.6007254,92896339.6097896,-27013.2155383211,-27070.2054445222,-123440.136827029,-146065.129588069,-183393.518148404,141163.997654766,140765.068311363,19205.5983890146,2906.48521636426,-57787.7648860216,0,0,-113.979812398022,-113.979812398022,-284.94953099508,-398.92934338958,-398.92934338958,-42685.4397430569,-55679.1383564333,-76651.4238376662,6667.81902530789,6496.84930671006,-95572.0726957321,-116772.317801774,-153701.777018696,"2016","NKivu_2016","N"
"NKivu",2017,45192.9956158147,1775292.56800535,10890486.1250998,43436281.7572303,92871662.9804054,-44623.0965538099,-71636.312092131,-71693.3019983321,-168063.233380839,-190688.226141879,-24676.6293842196,116487.368270546,116088.438927144,-5471.03099520504,-21770.1441678554,-113.979812398007,-113.979812398007,-113.979812398007,-227.959624796029,-227.959624796029,-1196.78803018038,-1595.71737356996,-1595.71737356996,-43882.2277732373,-56875.9263866136,-40405.8434951231,-33738.0244698152,-33908.994188413,-135977.916190855,-157178.161296897,"2017","NKivu_2017","N"
"NKivu",2018,45136.0057096157,1752781.55505674,10821528.338599,43426821.4328012,92881180.294741,-68957.7865008339,-113580.883054644,-140594.098592965,-140651.088499166,-237021.019881673,9517.31433564425,-15159.3150485754,126004.68260619,125605.753262788,4046.2833404392,-56.9899061989927,-170.969718597,-170.969718597,-170.969718597,-284.949530995022,-22511.0129486106,-23707.800978791,-24106.7303221805,-24106.7303221805,-66393.2407218479,-9460.32442906499,-49866.1679241881,-43198.3488988802,-43369.318617478,-145438.24061992,"2018","NKivu_2018","N"
"NKivu",2019,44965.0359910187,1744404.03884549,10773029.9284236,43368121.8294163,92823563.4995738,-48498.4101753607,-117456.196676195,-162079.293230005,-189092.508768326,-189149.498674527,-57616.7951672077,-48099.4808315635,-72776.1102157831,68387.8874389827,67988.9580955803,-170.969718597058,-227.959624796051,-341.939437194058,-341.939437194058,-341.939437194058,-8377.51621125545,-30888.529159866,-32085.3171900464,-32484.246533436,-32484.246533436,-58699.603384912,-68159.927813977,-108565.7713091,-101897.952283792,-102068.92200239,"2019","NKivu_2019","N"
"NKivu",2020,44965.0359910187,1742124.44259753,10760891.0784032,43349087.2007457,92803389.0727788,-12138.8500203472,-60637.2601957079,-129595.046696542,-174218.143250352,-201231.358788673,-20174.4267949909,-77791.2219621986,-68273.9076265544,-92950.537010774,48213.4606439918,0,-170.969718597058,-227.959624796051,-341.939437194058,-341.939437194058,-2279.59624795546,-10657.1124592109,-33168.1254078215,-34364.9134380019,-34763.8427813915,-19034.6286705434,-77734.2320554554,-87194.5564845204,-127600.399979644,-120932.580954336,"2020","NKivu_2020","N"
"NKivu",2021,46104.8341149989,1771246.28466523,10823238.0357849,43437991.4544163,92882377.0827707,62346.9573816862,50208.107361339,1709.69718597829,-67248.0893148556,-111871.185868666,78988.0099919438,58813.5831969529,1196.78802974522,10714.1023653895,-13962.5270188302,1139.7981239802,1139.7981239802,968.828405383145,911.838499184152,797.858686786145,29121.8420676943,26842.2458197388,18464.7296084834,-4046.28334012721,-5243.07137030759,88904.253670536,69869.6249999925,11170.0216150805,1709.69718601555,-38696.1463091075,"2021","NKivu_2021","N"
"NKivu",2022,47016.672614183,1781789.41731204,10819989.6111316,43444089.3743795,92898505.2262255,-3248.42465336062,59098.5327283256,46959.6827079784,-1538.72746738233,-70496.5139682163,16128.1434547454,95116.1534466892,74941.7266516984,17324.9314844906,26842.2458201349,911.83849918416,2051.63662316436,2051.63662316436,1880.6669045673,1823.67699836831,10543.1326468142,39664.9747145085,37385.3784665531,29007.8622552976,6496.84930668701,6097.91996323317,95002.1736337692,75967.5449632257,17267.9415783137,7807.61714924872,"2022","NKivu_2022","N"
"Odzala",1992,125305.414916168,777590.716227292,3073425.64376091,11953251.3814053,25930546.6077065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","Odzala_1992","N"
"Odzala",1993,125305.414916168,777590.716227292,3073425.64376091,11953251.3814053,25930537.1098353,0,NA,NA,NA,NA,-9.49787122011185,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"1993","Odzala_1993","N"
"Odzala",1994,125305.414916168,777590.716227292,3073425.64376091,11953251.3814053,25930537.1098353,0,0,NA,NA,NA,0,-9.49787122011185,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,"1994","Odzala_1994","N"
"Odzala",1995,125305.414916168,778625.984189534,3073938.52880642,11964458.869437,25948687.5417237,512.885045516305,512.885045516305,512.885045516305,NA,NA,18150.4318884537,18150.4318884537,18140.9340172336,NA,NA,0,0,0,NA,NA,1035.26796224201,1035.26796224201,1035.26796224201,NA,NA,11207.4880316649,11207.4880316649,11207.4880316649,NA,NA,"1995","Odzala_1995","N"
"Odzala",1996,125305.414916168,778625.984189534,3073796.06073823,11971297.3367105,25964995.3865969,-142.468068196904,370.416977319401,370.416977319401,370.416977319401,NA,16307.8448731676,34458.2767616212,34458.2767616212,34448.7788904011,NA,0,0,0,0,NA,0,1035.26796224201,1035.26796224201,1035.26796224201,NA,6838.46727354452,18045.9553052094,18045.9553052094,18045.9553052094,NA,"1996","Odzala_1996","N"
"Odzala",1997,125305.414916168,778625.984189534,3073530.12034425,11972190.1366045,25976193.3767573,-265.940393972676,-408.40846216958,104.476583346725,104.476583346725,104.476583346725,11197.9901603907,27505.8350335583,45656.266922012,45656.266922012,45646.7690507919,0,0,0,0,0,0,0,1035.26796224201,1035.26796224201,1035.26796224201,892.799894008785,7731.26716755331,18938.7551992182,18938.7551992182,18938.7551992182,"1997","Odzala_1997","N"
"Odzala",1998,125305.414916168,778625.984189534,3071393.09932128,11955179.4492616,25950302.17983,-2137.02102297824,-2402.96141695092,-2545.42948514782,-2032.54443963151,-2032.54443963151,-25891.1969272792,-14693.2067668885,1614.63810627908,19765.0699947327,19765.0699947327,0,0,0,0,0,0,0,0,1035.26796224201,1035.26796224201,-17010.6873429138,-16117.887448905,-9279.42017536052,1928.06785630435,1928.06785630435,"1998","Odzala_1998","N"
"Odzala",1999,125305.414916168,778322.052310711,3064478.64907805,11928319.4694707,25922178.9831677,-6914.45024322951,-9051.47126620775,-9317.41166018043,-9459.87972837733,-8946.99468286103,-28123.1966623478,-54014.393589627,-42816.4034292363,-26508.5585560687,-8358.12666761503,0,0,0,0,0,-303.931878822972,-303.931878822972,-303.931878822972,-303.931878822972,731.336083419039,-26859.9797909707,-43870.6671338845,-42977.8672398757,-36139.3999663312,-24931.9119346663,"1999","Odzala_1999","N"
"Odzala",2000,125286.419173741,778094.103401593,3058589.96892585,11910169.0375822,25928969.9610851,-5888.68015219923,-12803.1303954287,-14940.151418407,-15206.0918123797,-15348.5598805766,6790.97791743279,-21332.218744915,-47223.4156721942,-36025.4255118035,-19717.5806386359,-18.995742426996,-18.995742426996,-18.995742426996,-18.995742426996,-18.995742426996,-227.948909118073,-531.880787941045,-531.880787941045,-531.880787941045,-531.880787941045,-18150.4318885002,-45010.4116794709,-62021.0990223847,-61128.299128376,-54289.8318548314,"2000","Odzala_2000","N"
"Odzala",2001,125286.419173741,777657.201325785,3054049.98648591,11899683.3877627,25949789.2947845,-4539.98243993288,-10428.6625921321,-17343.1128353616,-19480.1338583399,-19746.0742523125,20819.3336994238,27610.3116168566,-512.885045491159,-26404.0819727704,-15206.0918123797,0,-18.995742426996,-18.995742426996,-18.995742426996,-18.995742426996,-436.902075808728,-664.850984926801,-968.782863749773,-968.782863749773,-968.782863749773,-10485.6498194709,-28636.0817079712,-55496.0614989419,-72506.7488418557,-71613.9489478469,"2001","Odzala_2001","N"
"Odzala",2002,125286.419173741,777657.201325785,3052511.33134937,11893300.8183075,25943739.1508217,-1538.6551365396,-6078.63757647248,-11967.3177286717,-18881.7679719012,-21018.7889948795,-6050.14396284893,14769.1897365749,21560.1676540077,-6563.02900834009,-32454.2259356193,0,0,-18.995742426996,-18.995742426996,-18.995742426996,0,-436.902075808728,-664.850984926801,-968.782863749773,-968.782863749773,-6382.56945522688,-16868.2192746978,-35018.6511631981,-61878.6309541687,-78889.3182970826,"2002","Odzala_2002","N"
"Odzala",2003,125371.90001466,778065.609787955,3052511.33134937,11893139.3544968,25949399.8820647,-3.25962901115417e-09,-1538.65513654286,-6078.63757647574,-11967.317728675,-18881.7679719045,5660.73124305159,-389.412719797343,20429.9209796265,27220.8988970593,-902.297765288502,85.4808409190009,85.4808409190009,85.4808409190009,66.4850984920049,66.4850984920049,408.408462169929,408.408462169929,-28.4936136387987,-256.442522756872,-560.374401579844,-161.463810639456,-6544.03326586634,-17029.6830853373,-35180.1149738375,-62040.0947648082,"2003","Odzala_2003","N"
"Odzala",2004,125457.380855579,778265.065083432,3052663.29728879,11890081.0399661,25959201.6851568,151.96593941981,151.96593941655,-1386.68919712305,-5926.67163705593,-11815.3517892552,9801.80309207737,15462.534335129,9412.39037228003,30231.7240717039,37022.7019891366,85.4808409190009,170.961681838002,170.961681838002,170.961681838002,151.965939411006,199.455295477062,607.863757646992,607.863757646992,170.961681838264,-56.9872272798093,-3058.31453068368,-3219.77834132314,-9602.34779655002,-20087.997616021,-38238.4295045212,"2004","Odzala_2004","S"
"Odzala",2005,125457.380855579,778350.545924351,3053176.1823343,11890100.0357086,25958242.4001643,512.885045510251,664.850984930061,664.850984926801,-873.8041516128,-5413.78659154568,-959.284992516041,8842.51809956133,14503.2493426129,8453.10537976399,29272.4390791878,0,85.4808409190009,170.961681838002,170.961681838002,170.961681838002,85.4808409189573,284.93613639602,693.344598565949,693.344598565949,256.442522757221,18.9957424849272,-3039.31878819875,-3200.78259883821,-9583.35205406509,-20069.001873536,"2005","Odzala_2005","N"
"Odzala",2006,125457.380855579,778350.545924351,3053860.02906165,11889292.7166555,25957055.1662626,683.846727349795,1196.73177286005,1348.69771227986,1348.6977122766,-189.957424263004,-1187.23390164971,-2146.51889416575,7655.28419791162,13316.0154409632,7265.87147811428,0,0,85.4808409190009,170.961681838002,170.961681838002,0,85.4808409189573,284.93613639602,693.344598565949,693.344598565949,-807.319053126499,-788.323310641572,-3846.63784132525,-4008.10165196471,-10390.6711071916,"2006","Odzala_2006","N"
"Odzala",2007,125457.380855579,778350.545924351,3053850.53119044,11886756.7850416,25958460.8512021,-9.4978712098673,674.348856139928,1187.23390165018,1339.19984106999,1339.19984106673,1405.68493949622,218.451037846506,-740.833954669535,9060.96913740784,14721.7003804594,0,0,0,85.4808409190009,170.961681838002,0,0,85.4808409189573,284.93613639602,693.344598565949,-2535.93161393516,-3343.25066706166,-3324.25492457673,-6382.56945526041,-6544.03326589987,"2007","Odzala_2007","N"
"Odzala",2008,125457.380855579,778350.545924351,3054306.42900867,11884306.3342685,25954357.7708381,455.897818230093,446.399947020225,1130.24667437002,1643.13171988027,1795.09765930008,-4103.08036404848,-2697.39542455226,-3884.62932620198,-4843.91431871802,4957.88877335936,0,0,0,0,85.4808409190009,0,0,0,85.4808409189573,284.93613639602,-2450.45077302866,-4986.38238696381,-5793.70144009031,-5774.70569760539,-8833.02022828907,"2008","Odzala_2008","N"
"Odzala",2009,125457.380855579,778350.545924351,3054505.88430415,11881713.4154273,25952315.7285272,199.455295479856,655.353113709949,645.855242500082,1329.70196984988,1842.58701536013,-2042.04231085628,-6145.12267490476,-4739.43773540854,-5926.67163705826,-6885.9566295743,0,0,0,0,0,0,0,0,0,85.4808409189573,-2592.91884121671,-5043.36961424537,-7579.30122818053,-8386.62028130703,-8367.6245388221,"2009","Odzala_2009","N"
