"Location","buffer","Description","Value","year","cumsum_diff_pland","year_fac","color"
"Bikoro","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"Boende","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"Kikwit","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"Likati","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"Luebo","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"Mbandaka","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"NKivu","20","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"Bikoro","20","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,1992,NA,"1991_1992","#8DA000"
"Kikwit","20","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,1992,NA,"1991_1992","#8DA000"
"Likati","20","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,1992,NA,"1991_1992","#8DA000"
"Luebo","20","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,1992,NA,"1991_1992","#8DA000"
"Mbandaka","20","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,1992,NA,"1991_1992","#8DA000"
"NKivu","20","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,1992,NA,"1991_1992","#8DA000"
"Bikoro","20","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,1992,NA,"1991_1992","#00DC83"
"Kikwit","20","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,1992,NA,"1991_1992","#00DC83"
"Likati","20","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,1992,NA,"1991_1992","#00DC83"
"Luebo","20","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,1992,NA,"1991_1992","#00DC83"
"Mbandaka","20","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,1992,NA,"1991_1992","#00DC83"
"Kikwit","20","Shrubland",120,1992,NA,"1991_1992","#966400"
"Luebo","20","Shrubland",120,1992,NA,"1991_1992","#966400"
"Mbandaka","20","Shrubland",120,1992,NA,"1991_1992","#966400"
"NKivu","20","Shrubland",120,1992,NA,"1991_1992","#966400"
"Kikwit","20","Tree cover, broadleaved, deciduous, closed (>40%)",61,1992,NA,"1991_1992","#00A001"
"Kikwit","20","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,1992,NA,"1991_1992","#00A000"
"Luebo","20","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,1992,NA,"1991_1992","#00A000"
"Mbandaka","20","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,1992,NA,"1991_1992","#00A000"
"Bikoro","20","Tree cover, broadleaved, deciduous, open (15-40%)",62,1992,NA,"1991_1992","#AAC800"
"Kikwit","20","Tree cover, broadleaved, deciduous, open (15-40%)",62,1992,NA,"1991_1992","#AAC800"
"Luebo","20","Tree cover, broadleaved, deciduous, open (15-40%)",62,1992,NA,"1991_1992","#AAC800"
"Mbandaka","20","Tree cover, broadleaved, deciduous, open (15-40%)",62,1992,NA,"1991_1992","#AAC800"
"NKivu","20","Tree cover, broadleaved, deciduous, open (15-40%)",62,1992,NA,"1991_1992","#AAC800"
"Bikoro","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"Boende","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"Kikwit","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"Likati","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"Luebo","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"Mbandaka","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"NKivu","20","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"Bikoro","20","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"Boende","20","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"Kikwit","20","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"Likati","20","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"Luebo","20","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"Mbandaka","20","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"NKivu","20","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"Luebo","20","Tree cover, flooded, saline water",170,1992,NA,"1991_1992","#009678"
"Mbandaka","20","Tree cover, flooded, saline water",170,1992,NA,"1991_1992","#009678"
"Bikoro","20","Urban areas",190,1992,NA,"1991_1992","#C31400"
"Boende","20","Urban areas",190,1992,NA,"1991_1992","#C31400"
"Kikwit","20","Urban areas",190,1992,NA,"1991_1992","#C31400"
"Likati","20","Urban areas",190,1992,NA,"1991_1992","#C31400"
"Luebo","20","Urban areas",190,1992,NA,"1991_1992","#C31400"
"Mbandaka","20","Urban areas",190,1992,NA,"1991_1992","#C31400"
"NKivu","20","Urban areas",190,1992,NA,"1991_1992","#C31400"
"Kikwit","20","Water bodies",210,1992,NA,"1991_1992","#0046C8"
"Luebo","20","Water bodies",210,1992,NA,"1991_1992","#0046C8"
"Mbandaka","20","Water bodies",210,1992,NA,"1991_1992","#0046C8"
"Bikoro","300","Bare areas",200,1992,NA,"1991_1992","#FFF5D7"
"Boende","300","Bare areas",200,1992,NA,"1991_1992","#FFF5D7"
"Kikwit","300","Bare areas",200,1992,NA,"1991_1992","#FFF5D7"
"Likati","300","Bare areas",200,1992,NA,"1991_1992","#FFF5D7"
"Luebo","300","Bare areas",200,1992,NA,"1991_1992","#FFF5D7"
"Mbandaka","300","Bare areas",200,1992,NA,"1991_1992","#FFF5D7"
"NKivu","300","Bare areas",200,1992,NA,"1991_1992","#FFF5D7"
"NKivu","300","Consolidated bare areas",201,1992,NA,"1991_1992","grey82"
"Bikoro","300","Cropland, irrigated or post-flooding",20,1992,NA,"1991_1992","#AAF0F0"
"Boende","300","Cropland, irrigated or post-flooding",20,1992,NA,"1991_1992","#AAF0F0"
"Kikwit","300","Cropland, irrigated or post-flooding",20,1992,NA,"1991_1992","#AAF0F0"
"Likati","300","Cropland, irrigated or post-flooding",20,1992,NA,"1991_1992","#AAF0F0"
"Luebo","300","Cropland, irrigated or post-flooding",20,1992,NA,"1991_1992","#AAF0F0"
"Mbandaka","300","Cropland, irrigated or post-flooding",20,1992,NA,"1991_1992","#AAF0F0"
"NKivu","300","Cropland, irrigated or post-flooding",20,1992,NA,"1991_1992","#AAF0F0"
"Bikoro","300","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"Boende","300","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"Kikwit","300","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"Likati","300","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"Luebo","300","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"Mbandaka","300","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"NKivu","300","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"Kikwit","300","Decidiuous shrubland",122,1992,NA,"1991_1992","#966400"
"Likati","300","Decidiuous shrubland",122,1992,NA,"1991_1992","#966400"
"Luebo","300","Decidiuous shrubland",122,1992,NA,"1991_1992","#966400"
"NKivu","300","Decidiuous shrubland",122,1992,NA,"1991_1992","#966400"
"Bikoro","300","Grasslands",130,1992,NA,"1991_1992","#FFB432"
"Boende","300","Grasslands",130,1992,NA,"1991_1992","#FFB432"
"Kikwit","300","Grasslands",130,1992,NA,"1991_1992","#FFB432"
"Likati","300","Grasslands",130,1992,NA,"1991_1992","#FFB432"
"Luebo","300","Grasslands",130,1992,NA,"1991_1992","#FFB432"
"Mbandaka","300","Grasslands",130,1992,NA,"1991_1992","#FFB432"
"NKivu","300","Grasslands",130,1992,NA,"1991_1992","#FFB432"
"Bikoro","300","Herbaceous cover",11,1992,NA,"1991_1992","gold1"
"Boende","300","Herbaceous cover",11,1992,NA,"1991_1992","gold1"
"Kikwit","300","Herbaceous cover",11,1992,NA,"1991_1992","gold1"
"Likati","300","Herbaceous cover",11,1992,NA,"1991_1992","gold1"
"Luebo","300","Herbaceous cover",11,1992,NA,"1991_1992","gold1"
"Mbandaka","300","Herbaceous cover",11,1992,NA,"1991_1992","gold1"
"NKivu","300","Herbaceous cover",11,1992,NA,"1991_1992","gold1"
"Bikoro","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,1992,NA,"1991_1992","#DCF064"
"Boende","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,1992,NA,"1991_1992","#DCF064"
"Kikwit","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,1992,NA,"1991_1992","#DCF064"
"Likati","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,1992,NA,"1991_1992","#DCF064"
"Luebo","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,1992,NA,"1991_1992","#DCF064"
"Mbandaka","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,1992,NA,"1991_1992","#DCF064"
"NKivu","300","Mosaic cropland (>50%) / natural vegetation (tree, shrub, herbaceous cover) (<50%)",30,1992,NA,"1991_1992","#DCF064"
"Bikoro","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,1992,NA,"1991_1992","#BE9600"
"Boende","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,1992,NA,"1991_1992","#BE9600"
"Kikwit","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,1992,NA,"1991_1992","#BE9600"
"Likati","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,1992,NA,"1991_1992","#BE9600"
"Luebo","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,1992,NA,"1991_1992","#BE9600"
"Mbandaka","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,1992,NA,"1991_1992","#BE9600"
"NKivu","300","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",110,1992,NA,"1991_1992","#BE9600"
"Bikoro","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"Boende","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"Kikwit","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"Likati","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"Luebo","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"Mbandaka","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"NKivu","300","Mosaic natural vegetation (tree, shrub, herbaceous cover) (>50%) / cropland (<50%)",40,1992,NA,"1991_1992","#C8C864"
"Bikoro","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,1992,NA,"1991_1992","#8DA000"
"Boende","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,1992,NA,"1991_1992","#8DA000"
"Kikwit","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,1992,NA,"1991_1992","#8DA000"
"Likati","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,1992,NA,"1991_1992","#8DA000"
"Luebo","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,1992,NA,"1991_1992","#8DA000"
"Mbandaka","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,1992,NA,"1991_1992","#8DA000"
"NKivu","300","Mosaic tree and shrub (>50%) / herbaceous cover (50%) / tree and shrub (<50%)",100,1992,NA,"1991_1992","#8DA000"
"Bikoro","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,1992,NA,"1991_1992","#00DC83"
"Boende","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,1992,NA,"1991_1992","#00DC83"
"Kikwit","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,1992,NA,"1991_1992","#00DC83"
"Likati","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,1992,NA,"1991_1992","#00DC83"
"Luebo","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,1992,NA,"1991_1992","#00DC83"
"Mbandaka","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,1992,NA,"1991_1992","#00DC83"
"NKivu","300","Shrub or herbaceous cover, flooded, fresh/saline/brackish water",180,1992,NA,"1991_1992","#00DC83"
"Bikoro","300","Shrubland",120,1992,NA,"1991_1992","#966400"
"Boende","300","Shrubland",120,1992,NA,"1991_1992","#966400"
"Kikwit","300","Shrubland",120,1992,NA,"1991_1992","#966400"
"Likati","300","Shrubland",120,1992,NA,"1991_1992","#966400"
"Luebo","300","Shrubland",120,1992,NA,"1991_1992","#966400"
"Mbandaka","300","Shrubland",120,1992,NA,"1991_1992","#966400"
"NKivu","300","Shrubland",120,1992,NA,"1991_1992","#966400"
"Kikwit","300","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",150,1992,NA,"1991_1992","#FFEBAF"
"NKivu","300","Sparse vegetation (tree, shrub, herbaceous cover) (<15%)",150,1992,NA,"1991_1992","#FFEBAF"
"Bikoro","300","Tree cover, broadleaved, deciduous, closed (>40%)",61,1992,NA,"1991_1992","#00A001"
"Kikwit","300","Tree cover, broadleaved, deciduous, closed (>40%)",61,1992,NA,"1991_1992","#00A001"
"Luebo","300","Tree cover, broadleaved, deciduous, closed (>40%)",61,1992,NA,"1991_1992","#00A001"
"Mbandaka","300","Tree cover, broadleaved, deciduous, closed (>40%)",61,1992,NA,"1991_1992","#00A001"
"NKivu","300","Tree cover, broadleaved, deciduous, closed (>40%)",61,1992,NA,"1991_1992","#00A001"
"Bikoro","300","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,1992,NA,"1991_1992","#00A000"
"Boende","300","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,1992,NA,"1991_1992","#00A000"
"Kikwit","300","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,1992,NA,"1991_1992","#00A000"
"Likati","300","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,1992,NA,"1991_1992","#00A000"
"Luebo","300","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,1992,NA,"1991_1992","#00A000"
"Mbandaka","300","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,1992,NA,"1991_1992","#00A000"
"NKivu","300","Tree cover, broadleaved, deciduous, closed to open (>15%)",60,1992,NA,"1991_1992","#00A000"
"Bikoro","300","Tree cover, broadleaved, deciduous, open (15-40%)",62,1992,NA,"1991_1992","#AAC800"
"Boende","300","Tree cover, broadleaved, deciduous, open (15-40%)",62,1992,NA,"1991_1992","#AAC800"
"Kikwit","300","Tree cover, broadleaved, deciduous, open (15-40%)",62,1992,NA,"1991_1992","#AAC800"
"Likati","300","Tree cover, broadleaved, deciduous, open (15-40%)",62,1992,NA,"1991_1992","#AAC800"
"Luebo","300","Tree cover, broadleaved, deciduous, open (15-40%)",62,1992,NA,"1991_1992","#AAC800"
"Mbandaka","300","Tree cover, broadleaved, deciduous, open (15-40%)",62,1992,NA,"1991_1992","#AAC800"
"NKivu","300","Tree cover, broadleaved, deciduous, open (15-40%)",62,1992,NA,"1991_1992","#AAC800"
"Bikoro","300","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"Boende","300","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"Kikwit","300","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"Likati","300","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"Luebo","300","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"Mbandaka","300","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"NKivu","300","Tree cover, broadleaved, evergreen, closed to open (>15%)",50,1992,NA,"1991_1992","#006400"
"Bikoro","300","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"Boende","300","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"Kikwit","300","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"Likati","300","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"Luebo","300","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"Mbandaka","300","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"NKivu","300","Tree cover, flooded, fresh or brackish water",160,1992,NA,"1991_1992","#00785A"
"Bikoro","300","Tree cover, flooded, saline water",170,1992,NA,"1991_1992","#009678"
"Boende","300","Tree cover, flooded, saline water",170,1992,NA,"1991_1992","#009678"
"Kikwit","300","Tree cover, flooded, saline water",170,1992,NA,"1991_1992","#009678"
"Likati","300","Tree cover, flooded, saline water",170,1992,NA,"1991_1992","#009678"
"Luebo","300","Tree cover, flooded, saline water",170,1992,NA,"1991_1992","#009678"
"Mbandaka","300","Tree cover, flooded, saline water",170,1992,NA,"1991_1992","#009678"
"NKivu","300","Tree cover, flooded, saline water",170,1992,NA,"1991_1992","#009678"
"NKivu","300","Tree cover, needleleaved, evergreen, closed to open (>15%)",70,1992,NA,"1991_1992","#003C00"
"Bikoro","300","Tree or shrub cover",12,1992,NA,"1991_1992","#FFFF00"
"Boende","300","Tree or shrub cover",12,1992,NA,"1991_1992","#FFFF00"
"Kikwit","300","Tree or shrub cover",12,1992,NA,"1991_1992","#FFFF00"
"Likati","300","Tree or shrub cover",12,1992,NA,"1991_1992","#FFFF00"
"Luebo","300","Tree or shrub cover",12,1992,NA,"1991_1992","#FFFF00"
"Mbandaka","300","Tree or shrub cover",12,1992,NA,"1991_1992","#FFFF00"
"NKivu","300","Tree or shrub cover",12,1992,NA,"1991_1992","#FFFF00"
"Bikoro","300","Urban areas",190,1992,NA,"1991_1992","#C31400"
"Boende","300","Urban areas",190,1992,NA,"1991_1992","#C31400"
"Kikwit","300","Urban areas",190,1992,NA,"1991_1992","#C31400"
"Likati","300","Urban areas",190,1992,NA,"1991_1992","#C31400"
"Luebo","300","Urban areas",190,1992,NA,"1991_1992","#C31400"
"Mbandaka","300","Urban areas",190,1992,NA,"1991_1992","#C31400"
"NKivu","300","Urban areas",190,1992,NA,"1991_1992","#C31400"
"Bikoro","300","Water bodies",210,1992,NA,"1991_1992","#0046C8"
"Boende","300","Water bodies",210,1992,NA,"1991_1992","#0046C8"
"Kikwit","300","Water bodies",210,1992,NA,"1991_1992","#0046C8"
"Likati","300","Water bodies",210,1992,NA,"1991_1992","#0046C8"
"Luebo","300","Water bodies",210,1992,NA,"1991_1992","#0046C8"
"Mbandaka","300","Water bodies",210,1992,NA,"1991_1992","#0046C8"
"NKivu","300","Water bodies",210,1992,NA,"1991_1992","#0046C8"
"Boende","50","Bare areas",200,1992,NA,"1991_1992","#FFF5D7"
"Mbandaka","50","Bare areas",200,1992,NA,"1991_1992","#FFF5D7"
"Kikwit","50","Cropland, irrigated or post-flooding",20,1992,NA,"1991_1992","#AAF0F0"
"Bikoro","50","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"Boende","50","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"Kikwit","50","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"Likati","50","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"Luebo","50","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"Mbandaka","50","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"NKivu","50","Cropland, rainfed",10,1992,NA,"1991_1992","yellow1"
"Kikwit","50","Decidiuous shrubland",122,1992,NA,"1991_1992","#966400"
"Kikwit","50","Grasslands",130,1992,NA,"1991_1992","#FFB432"
"Luebo","50","Grasslands",130,1992,NA,"1991_1992","#FFB432"
"NKivu","50","Grasslands",130,1992,NA,"1991_1992","#FFB432"
